121047v2,1013.6,1103.4,26.7,25.399,26.2,28.1,28.7,34.299,39.599,46.2,52.4,60.599,63.2,63.7,63.4,60.9,59.9,60.5,61.5,62.5,63.599,65.199,66.8,67.699,68.199,68.199,68.199,68.4,68.699,68.8,68.699,68.599,68.4,68.4,68.599,68.8,68.699,68.4,67.8,67.4,67.4,67.5,67.599,67.199,66.9,66.9,67.099,67.4,67.599,67.599,67.599,67.699,67.8,67.8,68,68.099,68.199,68.199,67.8,67.3,66.8,66.4,66.099,65.9,65.9,65.9,66.199,66.9,67.3,67.4,67.5,67.199,67.199,66.9,66,64.699,63.5,62.7,61.2,59.799,55,44.799,38.9,32.7,32,30,29.2,28,26.899,25,23.799,23,21.7
121047v3,838.09,925.87,26.399,27.2,29.399,32.4,38.9,45.5,48.099,53.9,60.7,63.2,64.5,64.599,63.9,63.5,63.299,63.299,63,62.9,62.9,63.099,63.2,63.299,63.4,63.5,63.5,63.5,63.5,63.599,63.7,63.9,64,64.099,64.099,64,64,64.099,64.4,64.699,64.699,64.4,64.099,63.599,63.2,62.799,62.5,62.4,62.4,62.799,63.299,63.7,64,64.199,64.199,64.199,64.199,64.099,64.099,64.099,64.199,64.199,64.099,64.099,64.099,64.599,65.4,66.3,66.9,67.199,67.3,67.3,67,66.199,65.099,62.799,60.4,56.4,46,41.9,39.599,37.599,34.7,32.5,29.6,26.5,22.7,23.5,22.5,21.799,21.5,,
122624v2,995.73,1074.5,25.2,25.299,24.7,29.399,38.5,43,47.5,54.299,60.5,63.099,64.599,65,64.599,64.099,63.9,63.9,64.099,64.4,64.699,65,65.5,66,66.3,66.4,66.4,66.4,66.4,66.4,66.5,66.599,66.699,66.699,66.5,65.9,65.199,64.699,64.8,65.3,65.699,65.9,65.699,65.4,65,64.5,63.9,63.5,63.4,63.599,64,64.199,64.4,64.3,64,63.299,61.9,59.9,56.799,53.299,52.599,52.299,51.299,50.299,47.7,46.2,48,53.099,56.7,59.2,60,59.4,57.5,53.299,48.799,42.5,40.7,38.5,35.599,32.7,27.2,24.5,,,,,,,,,,,
123250v1,1087.5,1170.3,26.799,40.299,48.9,53.299,56,56.599,56.7,55.5,54.5,56.599,58,60.599,62.799,64.199,65,65,64.4,63.599,62.799,62,61,59.7,58.099,56.2,55.2,54.799,54.299,54.5,55.4,57.299,58.4,58,56.799,54.2,53.2,55.9,58.7,60.4,60.799,60.5,59.299,57.599,55.9,53.799,52.7,55.099,56.7,57.5,57.799,57.7,58,58.099,57.9,57.5,56.5,55.4,54.2,52.4,52.4,52.099,52.5,53.2,53.599,53.9,53.4,52.4,51.2,49.099,49.9,52.099,53.4,53.7,52.5,49.799,43.9,44.799,44.7,44.9,42.9,36.5,32,26.6,22.1,20.299,,,,,,,
121732v2,1002.7,1091.5,30.299,41.2,48.799,53,55.799,58,59.099,59.2,60.099,62.599,63.099,63.599,63.2,61.799,61.9,61.799,62.7,63.799,64.699,65.099,65.099,65.099,65.099,64.9,64.599,64.099,63.599,63.2,62.299,61,59.2,57.2,56.5,57.7,60.2,62.599,64.4,65.5,66.099,66.3,66.3,66.199,65.9,65.3,64.599,63.799,63,61.9,60.099,58,57.4,58.599,60.099,60.7,60.5,59.799,58.5,57,55.2,52.599,49.5,48.9,49.299,49.9,50.2,53.5,57.099,58.299,59.799,60.5,61.2,60.799,59.5,56.299,49.5,46.9,43.4,39.5,36.599,34.2,34.4,33.599,31.7,29.899,27.299,25.2,24.1,22.899,21.899,20.299,
