41.799,48.7,50.4,59,63.5,63.799,60.799,61.799,63.7,66.5,68.3,68.8,68.9,69.4,69.199,69,69.199,69.3,68.599,68,68,67.8,67.5,67.9,68.199,68.199,68.4,68.599,68.8,68.5,67.699,66.9,66.5,66.5,67.3,67.8,68.099,67.599,66.599,64.5,62.299,59.4,45.4,34.299,31.399,29.2,27,24,22.1,21,20.1
25.5,38.599,52,57.5,59.5,62.2,63.4,63.5,62.4,63.7,65.3,65.599,65.599,65,64.199,62.7,59.799,57.4,61.099,64.9,66.5,66.9,66.5,65.3,63.599,61.099,58.299,60.299,61.099,59.5,56.4,51.4,50,50.599,56.799,59.599,61.5,60.7,56.5,52.299,,,,,,,,,,,
32.4,43.5,48,59.299,64.3,65.4,64.599,64.5,65,65.8,66.599,67,66.9,67,67.199,67.199,66.4,65.4,65.9,66.4,65.9,65.099,64.199,64.199,64.8,64.8,64,61,55,52.9,51.299,46.9,53,59,60,56.4,48.599,42.599,,,,,,,,,,,,,
22.7,25.6,28.2,28.399,35.099,51.5,56.5,57.099,56,59.099,63.599,65.4,64.9,63.4,61.5,58.799,56,54.9,56.2,58.7,57.599,54.299,59,61.099,60.2,57,53.9,56.799,58.299,58.4,58.5,57.4,55.599,52.799,52.9,53.9,54.2,52.7,49.9,53.299,54,51.2,48.599,46.799,37.5,,,,,,
22,22.5,23,37.5,43.5,48.599,54.299,58.5,60,58.799,54.9,48.299,48.4,47.799,45.599,45.799,45.7,46,50.799,52.4,50.2,52.099,55.599,56.299,56.599,57.2,55.9,52.7,52.799,52.799,49.4,51.2,51.7,49,50.7,50.099,45.5,41,34,26.399,,,,,,,,,,,
